,Bx,By,Bz
322,4.91338,1.55313,-7.02039
323,4.72055,1.75377,-7.10828
324,4.84362,1.37782,-7.09038
325,4.87681,1.25218,-7.11021
326,5.08887,0.938427,-7.00848
327,5.09235,0.997489,-6.98667
328,5.15839,0.638369,-7.00616
329,5.15468,0.700676,-7.00407
330,5.13206,0.571039,-7.03663
331,5.11795,0.54471,-7.03829
332,5.25182,0.180782,-6.92639
333,5.27416,0.0751802,-6.88807
334,5.02847,0.648239,-7.07496
335,4.79468,1.32706,-7.19985
336,4.95366,1.44737,-7.08529
337,4.92997,1.43731,-7.10515
338,4.93319,1.31074,-7.12921
339,4.88388,1.45466,-7.15579
340,4.95521,1.10591,-7.14506
341,5.10092,0.891311,-7.04546
342,5.13187,1.03171,-7.00108
343,5.07638,1.14211,-7.02379
344,4.82543,1.24422,-7.19761
345,4.70163,1.43948,-7.28057
346,4.71755,1.38791,-7.29538
347,4.67719,1.44515,-7.31775
348,4.52941,1.50046,-7.40754
349,4.59711,1.42514,-7.40027
350,4.91918,0.937322,-7.27561
351,4.99466,0.832909,-7.24768
352,4.83959,0.778148,-7.35006
353,4.82267,0.806278,-7.37348
354,4.95419,0.872341,-7.29174
355,5.0314,0.881705,-7.25207
356,5.0025,0.737748,-7.29181
357,4.76459,0.399791,-7.48603
358,4.98556,0.737707,-7.255
359,4.75261,0.339418,-7.42128
360,4.95743,0.0352673,-7.29182
361,5.00655,0.78678,-7.21741
362,4.97113,0.482638,-7.24919
363,4.7409,0.686024,-7.37701
364,4.73038,1.03575,-7.30578
365,4.05006,2.48404,-7.40888
366,4.49439,2.32756,-7.21943
367,4.28643,2.36748,-7.40141
368,4.24748,2.41996,-7.43165
369,4.47971,2.18391,-7.37827
370,4.68334,2.03497,-7.2854
371,4.7991,1.8991,-7.2561
372,4.62351,1.73976,-7.42494
373,4.34712,2.00014,-7.53359
374,4.23545,2.19337,-7.54034
375,4.44261,1.94125,-7.4844
376,4.48682,1.74399,-7.52222
377,4.49461,1.74581,-7.51978
378,4.59779,1.91514,-7.40564
379,4.54051,1.97926,-7.44326
380,4.50028,1.9944,-7.47324
381,4.37331,1.86622,-7.5959
382,4.42862,1.88537,-7.5718
383,4.41016,1.87969,-7.58625
384,4.41846,1.84547,-7.58366
385,4.44537,1.70266,-7.61685
386,4.45887,1.62302,-7.63823
387,4.49213,1.55884,-7.62662
388,4.49406,1.48144,-7.63131
389,4.51428,1.45927,-7.63034
390,4.41678,1.43118,-7.69222
391,4.43998,1.40678,-7.69348
392,4.46691,1.45471,-7.69699
393,4.37532,1.32255,-7.76741
394,4.60888,1.72455,-7.53588
395,4.66889,1.74368,-7.50472
396,4.58485,1.62352,-7.60057
397,4.64328,1.69876,-7.55092
398,4.63036,1.56856,-7.59164
399,4.71199,1.54362,-7.5777
400,4.71055,1.42459,-7.62183
401,4.65149,1.58075,-7.63651
402,4.6228,1.66534,-7.64669
403,4.71232,1.51903,-7.62734
404,4.69566,1.44331,-7.65102
405,4.75896,1.31465,-7.63061
406,4.77341,1.32645,-7.62806
407,4.74418,1.33148,-7.64809
408,4.69547,1.3123,-7.68645
409,4.72116,1.28957,-7.66798
410,4.68051,1.34661,-7.68436
411,4.67256,1.33422,-7.70287
412,4.76804,1.42013,-7.63328
413,4.7782,1.52929,-7.61175
414,4.85915,1.65917,-7.52719
415,4.59159,1.11787,-7.7767
416,4.54665,1.00812,-7.80698
417,4.6375,1.21837,-7.72299
418,4.64448,1.18986,-7.72618
419,4.71623,1.26004,-7.6622
420,4.72537,1.23535,-7.66952
421,4.77422,1.29013,-7.63431
422,4.70789,1.34117,-7.6689
423,4.64803,1.23311,-7.72106
424,4.65471,1.1896,-7.73957
425,4.7159,1.24676,-7.67849
426,4.71134,1.20887,-7.69115
427,4.66345,1.00521,-7.74953
428,4.59555,0.783816,-7.83462
429,4.59647,0.89251,-7.84171
430,4.57604,0.884887,-7.8566
431,4.5143,0.621282,-7.91157
432,4.51204,0.566028,-7.9035
433,4.49798,0.473792,-7.90754
434,4.49692,0.383923,-7.90604
435,4.4918,0.365276,-7.91285
436,4.38556,0.270345,-7.97856
437,4.61259,0.435242,-7.83901
438,4.65828,0.427619,-7.8073
439,4.65107,0.51089,-7.77419
440,4.98497,1.03542,-7.50312
441,5.36364,1.34365,-7.18707
442,5.64596,1.56306,-6.90935
443,5.65721,1.65542,-6.87698
444,5.65807,1.90085,-6.81707
445,5.50516,1.56144,-7.03973
446,5.3782,1.18454,-7.23003
447,5.15599,0.875402,-7.44909
448,5.33251,1.05522,-7.32436
449,5.35747,1.04299,-7.29212
450,5.17402,0.785611,-7.45636
451,5.03022,0.515392,-7.56986
452,4.89996,0.381304,-7.66785
453,4.88459,0.300833,-7.66158
454,4.82328,0.242823,-7.70178
455,4.60967,-0.0823731,-7.82552
456,4.55,-0.221952,-7.85869
457,4.47192,-0.345161,-7.8932
458,4.43416,-0.499601,-7.87995
459,4.41942,-0.503938,-7.88725
460,4.3983,-0.531454,-7.88263
461,4.35544,-0.645763,-7.89492
462,4.4539,-0.454424,-7.835
463,4.38615,-0.527152,-7.86843
464,4.39621,-0.529755,-7.8475
465,4.30989,-0.465342,-7.89892
466,4.23142,-0.578416,-7.91731
467,4.24647,-0.654958,-7.88281
468,4.13016,-0.594344,-7.95661
469,4.18952,-0.746506,-7.90481
470,4.11975,-0.892713,-7.91867
471,4.0462,-1.13526,-7.88133
472,2.84197,-1.58364,-8.25144
473,1.8797,-1.35331,-8.54273
474,1.54243,-2.03536,-8.47209
475,2.05533,-1.9477,-8.3889
476,2.56733,-2.15625,-8.21608
477,2.5222,-2.0385,-8.25171
478,2.76768,-2.22341,-8.12334
479,2.89086,-1.83203,-8.15074
480,3.00026,-1.64619,-8.13864
481,3.25096,-1.23405,-8.1173
482,3.55629,-0.61822,-7.99643
483,3.9634,0.051728,-7.8769
484,3.8825,0.00335654,-7.92576
485,4.22126,1.09365,-7.65463
486,4.33198,2.17868,-7.39831
487,4.37956,1.88781,-7.43591
488,4.40247,1.51516,-7.53475
489,4.46805,1.64543,-7.50583
490,4.38123,1.53277,-7.58315
491,4.34662,1.51805,-7.61426
492,4.41032,1.20017,-7.65823
493,4.50833,1.09198,-7.64831
494,4.60827,0.793067,-7.59675
495,4.67304,0.61368,-7.56848
496,4.6881,0.671743,-7.52991
497,4.6499,1.04877,-7.49724
498,4.55776,1.39321,-7.52394
499,4.59181,0.990473,-7.59295
500,4.51334,0.308175,-7.7298
501,4.58174,0.358057,-7.68237
502,4.7274,0.623444,-7.57278
503,4.59026,0.718605,-7.682
504,4.62751,0.873678,-7.66968
505,4.56244,0.711102,-7.71588
506,4.66743,0.84823,-7.64643
507,4.5423,0.807961,-7.72071
508,4.60139,0.633274,-7.72751
509,4.69332,0.826352,-7.62815
510,4.77726,1.09945,-7.53036
511,5.04037,0.932329,-7.3957
512,4.96397,0.82268,-7.45601
513,4.91887,0.910789,-7.49337
514,4.83016,0.867609,-7.53648
515,4.96524,0.79335,-7.47463
516,4.98672,0.765512,-7.46588
517,4.9197,0.754569,-7.52573
518,4.88283,0.719081,-7.54256
519,4.85973,0.733157,-7.54978
520,4.82503,0.765552,-7.57519
521,4.62913,0.733483,-7.71281
522,4.65829,0.774008,-7.67646
523,4.70662,0.7853,-7.65179
524,4.67719,0.610377,-7.67945
525,4.7546,0.58675,-7.60689
526,4.74072,0.811632,-7.60696
527,5.01308,0.434525,-7.4659
528,4.93199,0.492825,-7.51482
529,4.91069,0.484016,-7.52397
530,4.90264,0.454659,-7.52986
531,4.88287,0.44737,-7.52628
532,4.92337,0.469422,-7.4823
533,5.00518,0.491283,-7.40672
534,4.98888,0.293357,-7.4213
535,5.02496,0.317099,-7.39432
536,5.17005,0.369039,-7.29244
537,5.11773,0.305818,-7.30926
538,5.10949,0.339462,-7.31438
539,5.19025,0.329829,-7.24303
540,5.11583,0.231807,-7.2853
541,5.04402,0.203361,-7.36401
542,4.94493,0.148413,-7.44166
543,4.93101,0.115459,-7.4418
544,4.92274,0.077689,-7.44067
545,4.93756,0.0518485,-7.4334
546,4.89471,0.059378,-7.42988
547,4.81956,0.0461672,-7.46034
548,4.76302,0.0618425,-7.4786
549,4.76971,0.0435189,-7.46327
550,4.76653,0.115183,-7.46733
551,4.75408,0.0124542,-7.4623
552,4.7175,0.0182944,-7.47096
553,4.59484,-0.126152,-7.56626
554,4.61096,-0.157216,-7.54986
555,4.5928,-0.161416,-7.54156
556,4.55889,-0.132236,-7.55755
557,4.48137,-0.112002,-7.60534
558,4.42719,-0.115587,-7.63943
559,4.40886,-0.0880116,-7.63007
560,4.31058,-0.139235,-7.69345
561,4.42747,-0.186182,-7.62088
562,4.71944,-0.296798,-7.43776
563,4.95489,-0.32997,-7.26463
564,5.2556,-0.363365,-7.05687
565,5.2024,-0.375569,-7.09029
566,5.19534,-0.328706,-7.08619
567,5.30584,-0.296735,-7.00115
568,5.3352,-0.497103,-6.98688
569,4.95709,-0.537425,-7.24068
570,4.69024,-0.585813,-7.3881
571,4.76751,-0.350785,-7.3417
572,4.8509,-0.447769,-7.28187
573,4.62513,-0.427157,-7.42687
574,4.56851,-0.462227,-7.45103
575,4.628,-0.487101,-7.4012
576,4.48448,-0.52561,-7.48413
577,4.28935,-0.573726,-7.60334
578,4.23604,-0.524326,-7.63191
579,4.1768,-0.453228,-7.66209
580,4.32168,-0.418179,-7.57202
581,4.37989,-0.504524,-7.51906
582,4.48003,-0.499302,-7.45218
583,4.59179,-0.491408,-7.38874
584,4.60507,-0.544738,-7.38445
585,4.63127,-0.453114,-7.35174
586,4.63188,-0.412424,-7.33953
587,4.62634,-0.466988,-7.34755
588,4.56851,-0.486863,-7.36469
589,4.83238,-0.403653,-7.19375
590,4.61311,-0.450188,-7.33921
591,4.66545,-0.452939,-7.31146
592,4.58082,-0.542084,-7.34447
593,4.46019,-0.529966,-7.40798
594,4.42308,-0.538392,-7.42942
595,4.37018,-0.614089,-7.45031
596,4.32907,-0.64015,-7.45087
597,4.26757,-0.644654,-7.47801
598,4.24283,-0.69015,-7.50248
599,4.25543,-0.743557,-7.47716
600,4.45531,-0.712158,-7.35373
601,4.40293,-0.69918,-7.34224
602,4.38487,-0.756341,-7.35453
603,4.36187,-0.745367,-7.34765
604,4.34489,-0.717372,-7.37536
605,4.24329,-0.676752,-7.48479
606,4.23884,-0.685088,-7.47621
607,4.25958,-0.682444,-7.45095
608,4.23255,-0.622919,-7.4522
609,4.21109,-0.634077,-7.45843
610,4.20361,-0.681403,-7.45433
611,4.13816,-0.774239,-7.47338
612,4.15169,-0.775166,-7.46206
613,4.16242,-0.772913,-7.44565
614,4.26734,-0.778265,-7.37955
615,4.16804,-0.789123,-7.46184
616,3.93865,-0.831748,-7.5847
617,4.01767,-0.779149,-7.53889
618,4.20607,-0.640933,-7.44537
619,4.15419,-0.675601,-7.47248
620,3.9915,-0.677315,-7.54081
621,4.27947,-0.513532,-7.40627
622,4.29257,-0.451527,-7.41274
623,4.25006,-0.668676,-7.40527
624,4.30805,-0.74412,-7.36134
625,4.39698,-0.719891,-7.31198
626,4.40954,-0.696913,-7.30525
627,4.34848,-0.702648,-7.34999
628,4.20989,-0.660002,-7.45425
629,4.14142,-0.644982,-7.49767
630,4.10104,-0.659383,-7.52903
631,4.18299,-0.628003,-7.47714
632,4.13643,-0.498915,-7.49941
633,4.13638,-0.581823,-7.49718
634,4.01067,-0.758725,-7.57565
635,3.98857,-0.736138,-7.5835
636,3.99438,-0.628541,-7.58308
637,4.00694,-0.688556,-7.56294
638,4.09988,-0.732368,-7.47879
639,3.78545,-0.47959,-7.67183
640,3.81761,-0.595733,-7.66138
641,3.85252,-0.554146,-7.6565
642,3.79221,-0.630024,-7.67882
643,3.73681,-0.641906,-7.72072
644,3.67403,-0.707089,-7.75992
645,3.53095,-0.82249,-7.81465
646,3.64526,-0.93113,-7.75773
647,3.60838,-0.982441,-7.75015
648,3.6387,-0.94565,-7.72277
649,3.54228,-0.974542,-7.75049
650,3.72933,-0.975239,-7.64386
651,3.77379,-0.896336,-7.62519
652,3.87689,-0.758957,-7.55801
653,4.13003,-0.834331,-7.42138
654,4.25598,-0.638592,-7.34867
655,4.24008,-0.701536,-7.35724
656,4.13893,-0.707418,-7.4224
657,4.33003,-0.687036,-7.29862
658,4.39502,-0.692068,-7.24007
659,4.47175,-0.502755,-7.1686
660,4.50619,-0.480387,-7.15925
661,4.33014,-0.608887,-7.26693
662,4.22796,-0.580618,-7.34411
663,4.22477,-0.543029,-7.33627
664,4.14298,-0.664686,-7.34864
665,4.0979,-0.664272,-7.38071
666,3.93746,-0.659328,-7.47274
667,3.68028,-0.892698,-7.57473
668,3.64406,-0.78695,-7.59721
669,3.77612,-0.51181,-7.4918
670,3.92513,-0.164437,-7.39743
671,4.29296,-0.0984225,-7.15183
672,4.29563,-0.220087,-7.1298
673,4.29211,-0.277023,-7.14841
674,4.24364,-0.306094,-7.17721
675,4.17857,-0.348431,-7.21104
676,4.15307,-0.300716,-7.22367
677,4.15245,-0.286932,-7.2213
678,4.07811,-0.286278,-7.28411
679,4.13256,-0.219576,-7.23421
680,4.05426,-0.275817,-7.27778
681,3.95936,-0.308568,-7.33577
682,3.83269,-0.402073,-7.41152
683,3.56019,-0.607981,-7.47135
684,3.69581,-0.547823,-7.48302
685,3.81301,-0.287972,-7.43556
686,4.08594,-0.244784,-7.28343
687,4.0709,-0.263764,-7.27585
688,4.24867,-0.259216,-7.16671
689,4.2496,-0.0890149,-7.17345
690,4.09832,-0.0669501,-7.25647
691,3.72508,-0.0266227,-7.51877
692,4.3697,0.12613,-7.15681
693,4.32415,0.286951,-7.18812
694,4.48756,0.799628,-7.05091
695,4.32977,0.656239,-7.15905
696,4.48943,0.824406,-7.04417
697,4.54031,0.93864,-6.99189
698,4.48248,0.861563,-7.04339
699,4.49268,0.915672,-7.03059
700,4.44217,1.04163,-7.05139
701,4.42202,1.22689,-7.01366
702,4.46552,1.35951,-6.92448
703,4.51482,1.40688,-6.87167
704,4.56367,1.2894,-6.8413
705,4.46429,1.26351,-6.87759
706,4.38104,0.705901,-7.01901
707,4.51361,1.30991,-6.81682
708,4.45752,1.62667,-6.77842
709,4.22621,1.24524,-6.98632
710,3.86628,0.082815,-7.33932
711,3.91993,0.434337,-7.25496
712,4.14138,0.954928,-7.11954
713,3.55784,-0.238138,-7.37255
714,2.82112,-1.32946,-7.49473
715,1.44203,-3.08585,-7.39187
716,1.67761,-2.50818,-7.52327
717,1.46348,-3.00419,-7.38677
718,1.66207,-2.87741,-7.44213
719,1.62844,-2.97496,-7.42329
720,1.87241,-2.67566,-7.48537
721,1.95493,-2.58455,-7.47877
722,2.38183,-1.95088,-7.5397
723,2.23775,-2.08633,-7.56113
724,2.18778,-2.261,-7.52521
725,2.14064,-2.40386,-7.46212
726,2.09463,-2.26333,-7.51484
727,2.06872,-2.40651,-7.44844
728,1.94333,-2.53597,-7.44105
729,1.8475,-2.78632,-7.36344
730,1.89171,-2.66119,-7.37669
731,1.92163,-2.64626,-7.34404
732,1.79993,-2.75708,-7.32808
733,1.65089,-2.84778,-7.31532
734,1.64382,-2.80694,-7.32919
735,1.57693,-2.87297,-7.2875
736,1.42805,-3.12155,-7.19964
737,1.57843,-2.93464,-7.24359
738,1.635,-2.90454,-7.24091
739,1.67692,-2.91082,-7.2492
740,1.67612,-3.03816,-7.16804
741,1.60562,-3.13139,-7.13449
742,1.48015,-3.12158,-7.15138
743,1.46338,-3.1223,-7.07756
744,1.66202,-3.5175,-6.83068
745,1.64481,-3.44017,-6.83205
746,1.50496,-3.25519,-6.96233
747,1.44801,-3.15734,-7.03069
748,1.38657,-3.19763,-7.00962
749,1.40946,-3.243,-6.9764
750,1.39257,-3.17311,-7.01579
