,Bx,By,Bz
711,-9.27923,-10.4367,-11.2706
712,-9.25325,-10.3288,-11.4166
713,-9.08372,-10.4338,-11.4538
714,-8.76131,-10.7295,-11.2859
715,-8.74297,-10.8299,-11.3034
716,-8.63735,-10.9247,-11.262
717,-8.70797,-10.8966,-11.2487
718,-8.7646,-10.7733,-11.3116
719,-8.78455,-10.7724,-11.2416
720,-8.87694,-10.503,-11.4805
721,-9.04479,-10.3526,-11.5221
722,-9.03016,-10.4411,-11.3489
723,-9.12347,-10.4896,-11.1515
724,-9.03706,-10.4613,-11.2606
725,-8.84915,-10.7283,-11.1582
726,-8.8096,-10.8514,-11.0689
727,-9.43228,-10.4179,-10.9999
728,-8.9395,-10.5386,-11.2722
729,-9.23793,-10.3878,-11.1642
730,-8.54527,-10.9402,-11.1882
731,-8.83925,-10.3013,-11.2639
732,-9.77294,-8.98755,-11.7593
733,-9.92885,-8.87418,-11.7717
734,-9.71232,-9.01261,-11.9477
735,-11.1991,-6.65028,-12.2893
736,-10.6387,-7.89297,-12.3128
737,-10.773,-7.90952,-12.2422
738,-12.0469,-7.10941,-11.5373
739,-11.6412,-7.58042,-11.6396
740,-12.2653,-6.13286,-11.7269
741,-13.2903,-3.92417,-11.6285
742,-14.2415,-4.10533,-10.1585
743,-12.8911,-7.7035,-10.1924
744,-12.0609,-7.09023,-11.4588
745,-11.5865,-8.50261,-10.8995
746,-11.6572,-7.09964,-11.8805
747,-9.31388,-10.378,-11.6166
748,-9.71308,-10.1827,-11.445
749,-9.73986,-10.2967,-11.2733
750,-8.78946,-10.1277,-12.5044
751,-8.75836,-10.1982,-12.6321
752,-9.05743,-10.1712,-12.4991
753,-8.86471,-10.2461,-12.6274
754,-8.72166,-10.3468,-12.6689
755,-8.47823,-10.5367,-12.7169
756,-8.81045,-10.5886,-12.4559
757,-8.60771,-10.6444,-12.5569
758,-8.51269,-10.457,-12.7886
759,-8.22228,-10.58,-12.8917
760,-8.20356,-10.6933,-12.8584
761,-8.20373,-10.74,-12.847
762,-8.47446,-10.4218,-12.9297
763,-8.0372,-10.6756,-13.0092
764,-8.40654,-10.8131,-12.7173
765,-8.1472,-10.8224,-12.8794
766,-7.96397,-10.5169,-13.2567
767,-8.44638,-10.4831,-13.0515
768,-6.92588,-10.186,-13.7741
769,-5.43553,-9.90318,-14.857
770,-6.25088,-9.94558,-14.5863
771,-7.01633,-9.88569,-14.3125
772,-6.85256,-10.0415,-14.2474
773,-6.86968,-10.3789,-13.9678
774,-7.041,-9.89571,-14.1912
775,-6.93388,-9.66526,-14.4211
776,-6.79111,-9.19442,-14.7584
777,-7.36708,-9.3708,-14.3284
778,-7.86349,-9.59446,-14.0252
779,-8.33742,-9.64052,-13.6823
780,-8.74492,-9.01917,-13.8383
781,-8.25441,-9.04075,-14.3372
782,-8.16622,-9.22813,-14.3236
783,-7.78989,-8.87409,-14.7102
784,-7.49988,-8.90489,-14.8583
785,-7.56857,-9.00893,-14.788
786,-7.61411,-9.0719,-14.776
787,-8.13719,-9.0021,-14.5632
788,-8.3484,-8.92834,-14.5749
789,-8.05927,-9.22524,-14.5656
790,-7.97331,-9.03901,-14.6858
791,-7.88399,-8.75179,-14.8783
792,-8.33624,-9.32393,-14.2917
793,-7.61269,-8.98,-14.8808
794,-7.09188,-8.68639,-15.3407
795,-8.24572,-8.86842,-14.6488
796,-9.11227,-9.21188,-13.9115
797,-9.33052,-9.23816,-13.6737
798,-9.16011,-9.18157,-13.818
799,-9.30882,-9.16483,-13.7175
800,-8.64442,-8.50243,-14.5239
801,-8.28327,-8.43656,-14.9191
802,-8.53147,-9.05727,-14.4112
803,-8.79159,-9.08949,-14.2227
804,-8.68328,-8.49343,-14.5798
805,-8.48186,-8.04951,-14.9827
806,-9.00836,-8.13921,-14.6724
807,-8.8202,-7.803,-15.0682
808,-8.51657,-7.98496,-15.2127
809,-8.42402,-8.1804,-15.1713
810,-9.39296,-8.11174,-14.5955
811,-9.02157,-8.0482,-14.8417
812,-9.47968,-8.30705,-14.3822
813,-10.138,-8.24798,-13.9367
814,-9.77565,-8.28957,-14.1996
815,-10.0177,-7.98546,-14.1561
816,-10.9965,-7.57034,-13.0745
817,-13.6396,-6.54872,-10.876
818,-13.3636,-6.39596,-11.3699
819,-12.8237,-6.08731,-12.2134
820,-13.8281,-6.44651,-11.2381
821,-13.4272,-6.29891,-12.0064
822,-13.5132,-6.34458,-11.9028
823,-13.5219,-6.51309,-11.6511
824,-13.4703,-6.53266,-11.64
825,-13.7196,-6.25408,-11.5817
826,-13.5054,-6.50635,-11.6869
827,-13.0972,-6.36917,-12.158
828,-12.9984,-5.82416,-12.5271
829,-13.422,-6.00843,-12.0501
830,-12.6567,-6.97742,-12.3258
831,-12.8726,-6.89703,-12.3124
832,-12.8062,-6.55293,-12.7584
833,-13.0505,-6.15689,-12.8239
834,-12.7972,-6.91973,-12.6726
835,-13.172,-4.61299,-13.5274
836,-13.0843,-4.69708,-13.5987
837,-13.3189,-4.8026,-13.4471
838,-13.2316,-4.83558,-13.6586
839,-13.4297,-4.78749,-13.64
840,-14.1103,-5.04995,-12.8028
841,-15.8679,-6.80141,-9.50177
842,-16.0578,-6.77416,-9.12835
843,-15.7594,-6.28033,-9.85756
844,-15.4837,-6.07432,-10.4144
845,-15.336,-5.9897,-10.6279
846,-15.3646,-6.36453,-10.3666
847,-15.0818,-6.23427,-10.8086
848,-15.4606,-6.16152,-10.3032
849,-15.7142,-5.8762,-10.1564
850,-15.5279,-5.74187,-10.5375
851,-14.9971,-5.57232,-11.3195
852,-14.5187,-5.5522,-11.9002
853,-14.4033,-5.58668,-11.9658
854,-14.3905,-5.60399,-11.997
855,-14.3536,-5.54234,-12.0974
856,-14.5188,-5.32102,-12.0345
857,-14.5375,-5.13805,-12.0729
858,-14.3907,-5.34566,-12.1707
859,-14.1894,-5.1238,-12.5939
860,-14.456,-5.70038,-12.1127
861,-14.4075,-5.97912,-12.0017
862,-14.3863,-5.24728,-12.3405
863,-14.364,-4.9368,-12.6492
864,-14.2891,-5.11635,-12.6479
865,-14.3365,-5.5578,-12.427
866,-14.2351,-5.46694,-12.5388
867,-14.2596,-5.47968,-12.6744
868,-14.3833,-5.60592,-12.5196
869,-14.6626,-5.8648,-12.0984
870,-14.445,-5.77896,-12.4209
871,-14.3272,-5.47339,-12.7014
872,-14.235,-5.40918,-12.8358
873,-14.2448,-5.52099,-12.7954
874,-13.9075,-5.47154,-13.0862
875,-12.8096,-5.2592,-14.1293
876,-12.8926,-5.1672,-13.9938
877,-12.9893,-5.41364,-13.8491
878,-12.8488,-5.50423,-13.9899
879,-12.7133,-5.54194,-14.0785
880,-12.7541,-5.38367,-14.1593
881,-13.016,-5.32176,-13.9577
882,-13.2066,-5.30527,-13.8669
883,-13.3368,-5.35066,-13.7541
884,-13.2817,-5.26538,-13.8306
885,-13.3467,-5.14904,-13.7913
886,-13.3105,-5.47363,-13.6709
887,-12.6978,-6.03678,-14.0077
888,-12.7951,-6.12892,-13.89
889,-13.433,-5.2715,-13.6404
890,-13.6642,-4.78446,-13.6185
891,-13.629,-4.61262,-13.7073
892,-13.5383,-4.56571,-13.8055
893,-13.5531,-4.6266,-13.7614
894,-13.551,-4.64666,-13.7735
895,-13.4785,-4.40508,-13.8775
896,-13.447,-4.15636,-13.9932
897,-13.4865,-3.81867,-14.0535
898,-13.3366,-3.79935,-14.1553
899,-13.0659,-3.50287,-14.5087
900,-13.1699,-3.49074,-14.479
901,-13.2239,-3.45075,-14.3921
902,-13.3014,-3.64236,-14.2959
903,-13.3912,-3.63999,-14.3505
904,-13.7496,-4.25093,-13.7347
905,-13.7477,-4.19994,-13.7146
906,-13.7779,-4.15324,-13.7357
907,-13.473,-3.77048,-14.2124
908,-13.3622,-3.3542,-14.4311
909,-13.3374,-3.07522,-14.5351
910,-13.1727,-2.5576,-14.8001
911,-13.091,-2.42418,-14.9772
912,-13.0546,-2.20607,-15.084
913,-13.0752,-2.19138,-15.043
914,-12.5417,-4.49695,-15.0037
915,-12.7511,-4.48899,-14.942
916,-12.7723,-4.58057,-14.9251
917,-12.8538,-4.51529,-14.9395
918,-13.0619,-4.44008,-14.7717
919,-12.8921,-4.43905,-14.9604
920,-12.3564,-3.75992,-15.5415
921,-12.5221,-3.82684,-15.4297
922,-12.5365,-3.91485,-15.4162
923,-12.6604,-3.85584,-15.3886
924,-12.5798,-3.80828,-15.5266
925,-12.5644,-3.74724,-15.6523
926,-12.5093,-3.79468,-15.7186
927,-12.2981,-4.00799,-15.8682
928,-12.2101,-4.12026,-15.9394
929,-12.4126,-3.89155,-15.8145
930,-12.0707,-4.35318,-16.0112
931,-11.9841,-4.36127,-16.0933
932,-12.0666,-4.41693,-15.9241
933,-11.1796,-5.56279,-16.3042
934,-11.0494,-5.94194,-16.2174
935,-12.8194,-3.76298,-15.5041
936,-13.2075,-3.39319,-15.308
937,-12.805,-3.37032,-15.6215
938,-12.7781,-3.15385,-15.7048
939,-12.8101,-2.7109,-15.7947
940,-12.8554,-2.36897,-15.8325
941,-12.7703,-2.68225,-15.8613
942,-12.8768,-2.57552,-15.8136
943,-12.9644,-2.56504,-15.7839
944,-12.8724,-2.82055,-15.8868
945,-12.7903,-2.8868,-15.9258
946,-12.7602,-2.89205,-15.9613
947,-12.7949,-3.03555,-15.92
948,-12.6992,-3.06766,-16.045
949,-12.6117,-3.05515,-16.2595
950,-12.5361,-3.02411,-16.3119
951,-12.5054,-3.04949,-16.4258
952,-12.5483,-3.10335,-16.4295
953,-12.6398,-3.08308,-16.3732
954,-12.6073,-2.94493,-16.4417
955,-12.6531,-3.00388,-16.3851
956,-12.622,-3.24046,-16.1655
957,-12.4759,-2.95534,-16.2169
958,-12.8059,-3.0083,-15.9641
959,-13.3951,-4.1109,-15.1578
960,-12.2973,-3.05249,-16.4142
961,-12.4789,-3.09373,-16.2933
962,-12.5663,-3.16902,-16.2275
963,-12.5967,-2.97892,-16.219
964,-12.7093,-2.92879,-16.1149
965,-12.6428,-3.22698,-16.1084
966,-12.638,-3.01509,-16.1138
967,-12.9777,-3.45253,-15.7533
968,-12.7416,-4.15903,-15.7782
969,-12.5727,-3.84075,-15.9591
970,-12.7226,-2.99865,-16.0956
971,-13.0313,-2.76324,-15.8862
972,-13.306,-2.37713,-15.727
973,-12.8659,-3.00269,-15.9713
974,-12.2749,-3.93387,-16.2318
975,-11.9985,-4.23082,-16.3571
976,-12.6353,-3.18953,-15.8575
977,-13.5759,-1.97855,-15.455
978,-12.8098,-3.16748,-15.925
979,-12.8867,-2.59055,-15.9795
980,-12.6695,-2.09094,-16.2393
981,-12.7961,-1.98442,-16.127
982,-12.9553,-2.41322,-15.9598
983,-13.0529,-1.70378,-15.9794
984,-12.7177,-1.02407,-16.3685
985,-12.8844,-2.31874,-16.3077
986,-12.834,-2.50419,-16.3292
987,-12.9122,-2.79304,-16.2084
988,-12.6915,-3.18225,-16.2966
989,-12.6127,-4.01092,-16.1743
990,-12.5141,-4.57208,-16.0687
991,-12.362,-5.47555,-15.8407
992,-12.5233,-5.81248,-15.5361
993,-12.3844,-5.84783,-15.5718
994,-12.2164,-4.33981,-16.4259
995,-12.3618,-3.6122,-16.4204
996,-12.4974,-2.43859,-16.3818
997,-12.7868,-3.5354,-16.2468
998,-12.8624,-3.32442,-16.2562
999,-12.7415,-3.7071,-16.2343
1000,-12.8379,-4.03828,-16.094
1001,-12.6953,-4.32703,-16.1319
1002,-12.8977,-4.05519,-16.0398
1003,-12.8598,-3.80411,-16.1099
1004,-12.3343,-4.43798,-16.2807
1005,-12.1605,-4.56103,-16.3713
1006,-12.7087,-3.26146,-16.1076
1007,-12.8259,-1.81377,-16.2004
1008,-12.6341,-1.94824,-16.3322
1009,-12.337,-2.2073,-16.4946
1010,-12.6107,-2.51824,-16.284
1011,-12.7936,-2.5812,-16.1525
1012,-12.8702,-2.99198,-16.0938
1013,-12.8715,-3.0623,-16.2601
1014,-12.6293,-3.376,-16.3666
1015,-12.6082,-3.41034,-16.3738
1016,-12.7177,-3.67852,-16.2274
1017,-12.5879,-3.90056,-16.2492
1018,-12.8103,-3.54538,-16.1837
1019,-12.8867,-3.70414,-16.07
1020,-12.8988,-3.48597,-16.1175
1021,-13.0634,-3.159,-16.0408
1022,-13.4908,-2.19393,-15.7996
1023,-13.6032,-1.80943,-15.7407
1024,-13.6356,-1.56496,-15.6423
1025,-13.3701,-1.82208,-15.7968
1026,-13.2834,-2.31944,-15.8296
1027,-13.2874,-2.12097,-15.8983
1028,-13.1935,-2.5393,-15.877
1029,-12.8786,-1.70925,-16.3139
1030,-12.9747,-1.60036,-16.3068
1031,-13.2331,-1.84143,-16.0956
1032,-12.95,-2.08644,-16.3355
1033,-13.0034,-1.95306,-16.2904
1034,-13.0195,-2.55376,-16.2231
1035,-12.7424,-2.44977,-16.4426
1036,-12.7058,-2.91684,-16.3967
1037,-12.8304,-2.58963,-16.3195
1038,-12.6157,-2.38273,-16.4803
1039,-11.9563,-1.77281,-16.9775
1040,-12.2025,-1.92382,-16.8038
1041,-13.2175,-2.34282,-16.0357
1042,-14.285,-2.87498,-15.0285
1043,-14.7148,-3.05068,-14.5715
1044,-15.0671,-3.36157,-14.107
1045,-13.7539,-2.73634,-15.5114
1046,-13.6311,-2.91704,-15.5926
1047,-13.5167,-2.72358,-15.731
1048,-14.0648,-3.08576,-15.182
1049,-14.1424,-3.25497,-15.0601
1050,-13.679,-2.4163,-15.3846
1051,-13.1342,-1.93494,-16.0419
1052,-13.4266,-1.80135,-15.813
1053,-13.6815,-1.4116,-15.5905
1054,-13.4794,-1.89172,-15.6183
1055,-13.3872,-2.02138,-15.6839
1056,-13.2524,-3.44656,-15.6588
1057,-13.2852,-3.07422,-15.7038
1058,-13.1607,-2.55296,-15.8557
1059,-13.2063,-2.23617,-15.8789
1060,-13.3214,-1.13197,-15.9163
1061,-13.1024,-2.65003,-15.93
1062,-13.055,-2.12036,-16.0823
1063,-12.8276,-3.63774,-16.0375
1064,-12.6891,-3.34895,-16.1659
1065,-13.6262,-1.1415,-15.7391
1066,-13.1035,-0.630466,-16.2071
1067,-13.0918,-0.492707,-16.2343
1068,-12.9088,-1.51706,-16.2917
1069,-12.6823,-1.40643,-16.4416
1070,-12.3737,-1.97582,-16.5988
1071,-12.1177,-0.904576,-16.9034
1072,-11.9793,-0.454889,-17.0404
1073,-11.9563,-1.0982,-17.0229
1074,-12.4677,-0.340914,-16.6957
1075,-11.5756,-1.4747,-17.2518
1076,-10.7628,-1.21057,-17.8222
1077,-10.9864,-1.28156,-17.7113
1078,-10.6559,-1.09181,-17.9396
1079,-9.8552,-0.283683,-18.4447
1080,-5.43082,4.23728,-19.8712
1081,-4.36087,4.54953,-19.8318
1082,-3.89178,4.67333,-19.837
1083,-4.06667,3.79481,-19.9758
1084,-4.16837,3.42265,-20.0318
1085,-4.26267,3.29277,-20.0389
1086,-4.40456,3.43749,-19.9522
1087,-4.76248,3.43848,-19.8848
1088,-5.05618,3.39847,-19.8368
1089,-5.03584,2.95653,-19.8663
1090,-4.72037,3.68271,-19.8177
1091,-4.71923,3.91169,-19.7463
1092,-4.6755,4.07653,-19.7185
1093,-4.6777,4.18775,-19.6454
1094,-4.95382,3.80954,-19.6621
1095,-5.02489,3.73811,-19.6385
1096,-5.23804,3.48101,-19.6295
1097,-5.31053,3.41437,-19.632
1098,-5.37542,3.77456,-19.5431
1099,-5.87529,3.75309,-19.388
1100,-5.19922,3.88663,-19.4586
1101,-5.17392,4.023,-19.4249
1102,-5.54457,4.05149,-19.3805
1103,-5.18451,4.47102,-19.3447
1104,-4.19434,4.63109,-19.6493
1105,-4.72569,4.8336,-19.3992
1106,-4.66729,4.20496,-19.5292
1107,-5.01406,4.00281,-19.5065
1108,-5.26409,4.47263,-19.3191
1109,-5.07308,4.31686,-19.3575
1110,-5.07842,4.76138,-19.2461
1111,-4.99732,4.66141,-19.3025
1112,-4.80447,4.51774,-19.2036
1113,-3.98269,5.18952,-19.1423
1114,-4.2256,5.27587,-19.1872
1115,-4.18095,5.32523,-19.1807
1116,-3.97145,5.31602,-19.2154
1117,-3.44398,5.15833,-19.2965
1118,-2.97472,4.93098,-19.3771
1119,-2.655,4.70967,-19.5179
1120,-2.67121,4.82305,-19.4984
1121,-2.95098,4.74134,-19.4342
1122,-2.89666,4.95721,-19.3845
1123,-3.10694,4.6772,-19.4245
1124,-3.18435,4.55347,-19.4647
1125,-3.38687,4.15515,-19.5073
1126,-3.95913,4.27991,-19.3793
1127,-3.47867,4.30875,-19.4548
1128,-2.67314,4.63364,-19.5013
1129,-1.77071,4.75098,-19.5464
1130,-2.87521,4.46127,-19.285
1131,-5.29904,5.03849,-18.1926
1132,-11.9762,4.79322,-14.9909
1133,-13.4178,2.84641,-14.3931
1134,-9.84727,3.69674,-16.4717
1135,-3.34069,4.49438,-18.9038
1136,-7.0795,2.13899,-18.1195
1137,-10.9337,2.46052,-16.1021
1138,-10.7806,2.72811,-16.3694
1139,-9.82888,3.12172,-16.9898
1140,-9.98975,2.91706,-16.9312
1141,-9.6204,3.33776,-16.9908
1142,-9.82174,3.399,-16.8878
1143,-10.2204,3.72104,-16.6907
1144,-11.0339,3.15715,-16.3363
1145,-11.1913,3.24753,-16.1895
1146,-12.3086,2.0382,-15.6799
1147,-12.3182,3.15457,-15.6486
1148,-12.3204,3.61463,-15.5961
1149,-12.468,4.00211,-15.4048
1150,-11.9819,4.48314,-15.6789
1151,-12.7326,3.77628,-15.2009
1152,-10.922,3.79465,-16.5362
1153,-10.6,2.45135,-16.9441
1154,-9.26016,2.2887,-17.8139
1155,-9.11068,3.18661,-17.8098
1156,-10.895,4.17146,-16.4144
1157,-11.7347,5.6254,-15.5411
1158,-9.93935,6.44657,-15.8869
1159,-7.73074,3.27741,-18.2362
1160,-7.65296,3.06754,-18.3117
1161,-7.98516,2.56196,-18.4327
1162,-7.80594,2.59143,-18.5477
1163,-7.83556,2.82779,-18.3868
1164,-8.07809,2.80925,-18.248
1165,-8.12762,1.97474,-18.3161
1166,-8.17575,3.17666,-17.9998
1167,-8.77603,2.87824,-17.753
1168,-7.78029,3.76759,-18.1111
1169,-8.30602,4.40911,-17.7267
1170,-7.92288,4.63769,-17.8209
1171,-8.34989,4.17477,-17.6811
1172,-9.25862,2.27622,-17.4421
1173,-6.93051,2.90504,-17.7422
1174,-4.81038,6.78267,-18.3253
1175,-5.25974,6.36874,-18.5461
1176,-5.47346,6.12297,-18.557
1177,-4.99174,6.3787,-18.5575
1178,-4.33391,6.73402,-18.5442
1179,-3.78847,7.58119,-18.327
1180,-3.71419,7.55575,-18.2928
1181,-4.41666,7.18203,-18.201
1182,-4.5133,6.83302,-18.2471
1183,-5.22629,6.68199,-18.1058
1184,-5.88795,6.44449,-18.0359
1185,-6.0127,6.64896,-18.0305
1186,-6.29958,6.31643,-18.0428
1187,-6.23394,7.00004,-17.8526
1188,-5.34404,9.06397,-17.239
1189,-5.18937,8.79593,-17.4176
1190,-5.14847,8.61768,-17.4967
1191,-5.01615,8.23753,-17.6822
1192,-4.97798,8.05868,-17.7792
1193,-5.25303,8.15683,-17.6423
1194,-5.24971,9.31099,-16.9512
1195,-5.22079,8.85099,-17.1104
1196,-5.21287,8.79639,-17.1195
1197,-5.53594,7.58881,-17.6073
1198,-5.74857,6.60499,-18.0798
1199,-5.72541,7.36709,-17.7283
1200,-4.93963,8.67004,-17.2194
1201,-5.25407,8.57258,-17.1308
1202,-4.79626,9.5717,-16.6864
1203,-4.75564,10.1679,-16.365
1204,-4.5087,10.2571,-16.3869
1205,-4.42225,9.71271,-16.7435
1206,-4.26283,9.77685,-16.7918
1207,-4.68083,10.1432,-16.4377
1208,-4.48077,9.50635,-16.8303
1209,-4.99585,8.60185,-17.0778
1210,-5.61526,8.1654,-17.0331
1211,-5.62542,8.01115,-17.072
1212,-6.48083,6.61048,-17.4841
1213,-6.6265,7.3444,-17.1256
1214,-6.29113,6.9022,-17.53
1215,-6.13829,6.36806,-17.8653
1216,-6.22493,6.40767,-17.802
1217,-6.38805,6.0408,-17.8375
1218,-6.5435,6.58898,-17.5412
1219,-6.26369,7.27722,-17.2534
1220,-6.33659,7.16169,-17.2064
1221,-6.5976,6.91577,-17.2016
1222,-6.40114,7.11059,-17.2058
1223,-6.3245,7.18816,-17.2128
1224,-6.0487,7.73733,-17.0635
1225,-4.99172,9.20215,-16.6595
1226,-6.39232,7.56162,-16.9783
1227,-6.75507,6.84212,-17.1579
1228,-6.74612,6.57187,-17.2345
1229,-6.52292,6.2952,-17.427
1230,-7.39592,6.71772,-16.9133
1231,-7.48643,6.52114,-16.9491
1232,-7.44415,6.17463,-17.0788
1233,-7.5989,6.06737,-17.0313
1234,-7.74447,5.9922,-16.9939
1235,-8.3827,5.60185,-16.8545
1236,-8.90173,5.46745,-16.6705
1237,-8.55381,5.45771,-16.8475
1238,-8.40036,5.76503,-16.8467
1239,-8.5861,5.73491,-16.7667
1240,-8.69162,5.60375,-16.7452
1241,-8.92412,5.51137,-16.6272
1242,-8.75691,5.70433,-16.5614
1243,-9.11245,5.45072,-16.4302
1244,-8.77153,5.72881,-16.5274
1245,-9.10641,5.44692,-16.42
1246,-9.33967,5.35298,-16.2829
1247,-9.19556,5.3702,-16.4167
1248,-9.20978,5.48592,-16.3797
1249,-9.15531,5.54998,-16.3699
1250,-9.2363,5.56375,-16.3505
1251,-9.31051,5.55547,-16.3117
1252,-9.35278,6.17346,-16.0777
1253,-9.07563,7.70334,-15.549
1254,-9.25573,7.41771,-15.4599
1255,-8.8703,7.31335,-15.7061
1256,-8.85687,7.36765,-15.7051
1257,-8.45066,6.87289,-16.0447
1258,-7.4969,6.46673,-16.6072
1259,-7.66199,6.56359,-16.4522
1260,-8.1349,5.62,-16.586
1261,-7.87657,5.85194,-16.6178
1262,-5.80483,9.28439,-16.1031
1263,-6.02362,9.96948,-15.7319
1264,-5.56819,9.45815,-16.1833
1265,-5.77975,10.3129,-15.5658
1266,-5.8368,9.95251,-15.7928
1267,-5.98196,10.6893,-15.215
1268,-5.91906,9.86672,-15.7291
1269,-6.27772,9.72866,-15.6687
1270,-6.54704,9.75264,-15.4744
1271,-7.17615,10.4273,-14.7663
1272,-3.38529,9.78667,-16.4079
1273,-4.24895,10.1337,-15.9555
1274,-5.86203,9.70856,-15.683
1275,-6.27208,9.87119,-15.4472
1276,-6.34163,9.93994,-15.4231
1277,-6.4532,10.3867,-15.102
1278,-6.34082,10.5873,-15.0361
1279,-6.3166,10.3779,-15.2407
1280,-6.39715,10.3119,-15.1909
1281,-5.88476,11.4661,-14.4261
1282,-5.8712,11.8663,-14.1217
1283,-5.39412,12.1312,-14.024
1284,-5.34794,12.2281,-13.9202
1285,-6.15964,10.398,-15.0565
1286,-6.06636,10.5088,-14.9767
1287,-6.19523,9.95453,-15.2232
1288,-5.70268,10.2025,-15.2159
1289,-6.13085,9.7031,-15.3281
1290,-6.40405,9.46842,-15.317
1291,-5.70477,10.1318,-15.179
1292,-5.78854,10.7136,-14.7745
1293,-5.2942,10.3545,-15.0369
1294,-5.4087,10.3504,-15.058
1295,-5.63966,10.116,-15.052
1296,-5.65258,9.84468,-15.0385
1297,-5.67223,9.81614,-15.0393
1298,-5.39054,9.09042,-15.4929
1299,-5.71326,8.95262,-15.3984
1300,-6.0641,9.96241,-14.6488
1301,-5.86492,9.5913,-14.7495
1302,-5.35211,9.62569,-14.9015
1303,-6.16942,10.7496,-13.6963
1304,-5.96593,10.3236,-14.1438
1305,-5.92446,10.3587,-14.0736
1306,-5.99323,10.155,-14.275
1307,-5.81231,9.04715,-15.2107
1308,-6.26508,8.51621,-15.3855
1309,-6.43569,8.09616,-15.4804
1310,-5.71993,9.34321,-14.72
1311,-5.13209,10.6141,-13.7274
1312,-5.68967,10.0108,-13.9186
1313,-5.89422,9.04807,-14.4234
1314,-5.86329,8.97227,-14.5453
1315,-5.86829,8.64892,-14.6509
1316,-5.71936,8.49993,-14.7742
1317,-5.7042,9.08496,-14.5375
1318,-5.85845,9.46618,-14.2933
1319,-5.90252,9.42057,-14.4659
1320,-6.15881,9.19763,-14.3651
1321,-5.90618,9.62326,-14.0419
1322,-5.95972,9.47497,-14.113
1323,-5.80697,9.47037,-14.3027
1324,-5.71606,9.79494,-14.0783
1325,-5.50253,10.4622,-13.6105
1326,-5.51621,9.93606,-13.9854
1327,-5.95795,9.59343,-14.0215
1328,-6.5898,9.21029,-14.1034
1329,-7.57871,8.35984,-14.1786
1330,-6.36898,9.07533,-14.3305
1331,-6.03017,9.34837,-14.2939
1332,-5.98141,9.91593,-14.0237
1333,-5.86471,9.39448,-13.9976
1334,-5.76036,9.69663,-13.7032
1335,-5.9149,8.82451,-14.2359
1336,-5.19105,9.9833,-13.6731
1337,-5.03391,10.3046,-13.5506
1338,-4.61113,10.8218,-13.4078
1339,-4.33552,11.2252,-13.1494
1340,-3.84492,11.2692,-13.3487
1341,-3.38251,11.1869,-13.3541
